label,taxonomic_class,color
SBI_RS45565_AMP_binding_NC_016582__11027559_11028735_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOZ06_RS42085_AMP_binding_NZ_CP012752__9434138_9435296_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
WQO_RS28975_AMP_binding_NZ_CP013738__6565643_6566804_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOZ06_RS21740_AMP_binding_NZ_CP012752__4742290_4743424_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AL543_RS15300_AMP_binding_NZ_CP014043.2_1777732_1778908_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B6A42_RS21565_AMP_binding_NZ_CP020454__1069256_1070420_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN1701_RS18030_AMP_binding_NZ_LN850107__4068520_4069378_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A6E92_RS17430_AMP_binding_NZ_CP015362__4099661_4100828_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
WT74_RS17145_AMP_binding_NZ_CP013460__135600_136443_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B005_RS19475_AMP_binding_NC_018524__4526544_4527321_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0074704_RS07975_AMP_binding_NZ_LT607751__1729543_1730707_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
Z042_RS13655_AMP_binding_NZ_CP007044.2_3149100_3150300_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
G155_RS20080_AMP_binding_NZ_CP009914__4217196_4218423_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOZ06_RS41560_AMP_binding_NZ_CP012752__9322821_9323751_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MFUL124B02_RS21380_AMP_binding_NZ_CP006003__5394579_5395779_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CAG99_RS20050_AMP_binding_NZ_CP021121__4594713_4595910_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AMD24_RS02890_AMP_binding_NZ_CP012665__613283_614474_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN159_RS10385_AMP_binding_NC_020504__2377087_2378287_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C6361_RS24100_AMP_binding_NZ_CP028158__5524296_5525517_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KY5_RS37725_AMP_binding_NZ_CP022685__8780837_8781743_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A4E84_RS42025_AMP_binding_NZ_CP015098__1037460_1037670_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SHTP_RS13620_AMP_binding_NZ_AP017624__3038278_3038518_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CPS_RS19685_AMP_binding_NC_003910.7_4630709_4630811_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RSAL33209_RS16640_AMP_binding_NC_010168__2970382_2970655_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1H29_RS04755_AMP_binding_NZ_CP019724__1094390_1095470_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SGLAU_RS28505_AMP_binding_NZ_CP009438__6596608_6597673_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
M878_RS62815_AMP_binding_NZ_CM002285__3028668_3029733_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CK934_RS19740_AMP_binding_NZ_CP023254__5098363_5098630_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BOX37_RS23345_AMP_binding_NZ_CP018082__5127683_5127845_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
O3I_RS32325_AMP_binding_NC_018681__7283708_7283870_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AVL59_RS50200_AMP_binding_NZ_CP016279__10555567_10555804_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A3218_RS25500_AMP_binding_NZ_CP014867__5751968_5752226_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CR3_RS17680_AMP_binding_NZ_CP010517__440293_440767_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CNO18_RS04970_AMP_binding_NZ_CP023405__1062962_1064099_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KTR9_RS05585_AMP_binding_NC_018581__1055835_1056948_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DP63_RS31410_AMP_binding_NZ_CP008783__3224164_3225400_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
WS92_RS06705_AMP_binding_NZ_CM003770__1684601_1685123_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN6_RS23160_AMP_binding_NC_019673__5320252_5321260_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SVTN_RS42570_AMP_binding_NZ_CP010407__7215562_7215724_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MYSTI_RS20515_AMP_binding_NC_020126__5289491_5291660_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ROP_RS27230_AMP_binding_NC_012522__5972552_5973338_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DC74_RS36525_AMP_binding_NZ_CP007574__8454739_8454967_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PSSB64_RS15030_AMP_binding_NZ_CM001763__3428425_3428515_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BBU_RS37120_AMP_binding_NZ_CP004378__1845661_1845841_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CS032_RS13130_AMP_binding_NZ_CP024256__2264699_2264945_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SXIN_RS02430_AMP_binding_NZ_CP023202__532994_534224_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A7J05_RS04335_AMP_binding_NZ_CP015588__1063026_1064160_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXR04_RS02340_AMP_binding_NZ_CP025407__525191_526313_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBR65_RS03445_AMP_binding_NZ_CP021382__794683_795379_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C5B73_RS03775_AMP_binding_NZ_CP026746__689019_689592_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NS506_RS36935_AMP_binding_NZ_CP017839__7955297_7955741_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CS378_RS07845_AMP_binding_NZ_CP024315__1738172_1738898______CS__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
D770_RS00005_AMP_binding_NZ_CP004371__4836_6030_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
VC42_RS20775_AMP_binding_NZ_CP010996__4454093_4454741_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BrL25_RS23665_AMP_binding_NZ_CP017705__5182515_5183607_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SMD11_RS29775_AMP_binding_NZ_CP021744__6882666_6883428_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
WJ16_RS32135_AMP_binding_NZ_CP013403__2859251_2860211_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CIK06_RS09075_AMP_binding_NZ_CP022961__2030632_2031085_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RPC_RS10275_AMP_binding_NC_007925__2247079_2248228_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BSQ33_RS20755_AMP_binding_NZ_CP018836__1160487_1161357_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
FORC55_RS18410_AMP_binding_NZ_CP016988__790500_791802_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BVH73_RS13995_AMP_binding_NZ_CP020046__2998463_2999795_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A3218_RS00570_AMP_binding_NZ_CP014867__168636_169938_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AS200_RS04230_AMP_binding_NZ_CP013743__965744_967043_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NY08_RS09280_AMP_binding_NZ_CP010797__2040887_2042165_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BG07_RS05775_AMP_binding_NZ_CP009651__711543_712839_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PSED_RS01170_AMP_binding_NC_015312__254698_255991_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RRADSPS_RS03060_AMP_binding_NZ_CP007514__658867_660184_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RFER_RS20095_AMP_binding_NC_007908__4430255_4431719_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
Y958_RS23980_AMP_binding_NZ_CP022112__466510_467857_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN159_RS00605_AMP_binding_NC_020504__138288_139602_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SBI_RS09600_AMP_binding_NC_016582__2736134_2737433_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AMES_RS16480_AMP_binding_NC_018266__3530708_3532052_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SACMADRAFT_RS15460_AMP_binding_NZ_CM001439__3284876_3286184_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PB2503_RS06910_AMP_binding_NC_014414__1461312_1462614_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BRPE64_RS20455_AMP_binding_NC_021294__1398619_1399903_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CSW64_RS13080_AMP_binding_NZ_CP024201__2693535_2694792_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SMRU11_RS02210_AMP_binding_NZ_CP021216__151996_153160_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ABE83_RS21710_AMP_binding_NZ_CP011522__5183281_5184196_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DZE3532_RS20835_AMP_binding_NZ_CM001858__135421_135679_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ROP_RS34850_AMP_binding_NC_012522__7661699_7662173_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AL552_RS04575_AMP_binding_NZ_CP014094__777333_777834_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LXX_RS07075_AMP_binding_NC_006087__1477046_1477331_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CIK06_RS17805_AMP_binding_NZ_CP022961__4098677_4099109_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CJP14_RS09995_AMP_binding_NZ_CP023133__2015850_2016228_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CKY39_RS20255_AMP_binding_NZ_CP023284__4358986_4359271_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
XDD1_RS17925_AMP_binding_NZ_FO704550__4107754_4108033_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RALSO244_RS17325_AMP_binding_NZ_CM002756__43988_44180_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP36_RS29005_AMP_binding_NZ_CP017708__7689657_7689807_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AAW31_RS19340_AMP_binding_NZ_CP011451__86829_87018_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
XBJ1_RS12440_AMP_binding_NC_013892__2897734_2898190_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BC350_RS21125_AMP_binding_NZ_CP016915__760962_761466_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
FRAAL_RS11010_AMP_binding_NC_008278__2737306_2737900_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CFter6_RS24805_AMP_binding_NZ_CP013232__569915_570293_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MA22_RS12055_AMP_binding_NZ_CP009684__2539666_2539762_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
OSC7112_RS05290_AMP_binding_NC_019729__1211965_1212154_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MMARE11_RS27520_AMP_binding_NZ_HG917972.2_3853545_3853971_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BXP28_RS04420_AMP_binding_NZ_CP019687__812224_812518_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KALB_RS12805_AMP_binding_NZ_CP007155__2859735_2860602_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SAZ_RS00140_AMP_binding_NZ_CP006871__45656_46442______SAZ_RS41__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXQ84_RS31425_AMP_binding_NZ_CP025265__2067864_2068275_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A7B19_RS07335_AMP_binding_NZ_CP015726__1949224_1950013_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BOC47_RS04225_AMP_binding_NZ_CP018391__865230_865617_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOZ06_RS54555_AMP_binding_NZ_CP012752__5892259_5892646_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CIK06_RS08785_AMP_binding_NZ_CP022961__1937226_1937409_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CP942_RS21130_AMP_binding_NZ_CP023666__4214911_4215079_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KNP414_RS19300_AMP_binding_NC_015690__4460743_4461037_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBUG_RS11290_AMP_binding_NC_011527__1771631_1771859_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
STRVI_RS46525_AMP_binding_NC_015957__5946489_5947029_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
H351_RS22815_AMP_binding_NZ_CP007255__4963291_4963957______CPI__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AS9A_RS02215_AMP_binding_NC_015564__483899_484853_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDO52_RS17670_AMP_binding_NZ_CP022753__3893571_3893829_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ROP_RS41875_AMP_binding_NC_012520__155401_155686_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CK934_RS15070_AMP_binding_NZ_CP023254__3734685_3735201_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ASB57_RS10805_AMP_binding_NZ_CP013111__2548342_2548489_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BS641_RS11355_AMP_binding_NZ_CP018363__2388079_2388385______MA__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MSPYR1_RS21625_AMP_binding_NC_014814__4560178_4560613______MFL__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BLS29_RS07060_AMP_binding_NZ_LT629691__1628974_1629400_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CIK06_RS09085_AMP_binding_NZ_CP022961__2033493_2033634_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DFW101_RS14150_AMP_binding_NZ_CM001368__3241958_3242090_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SMD44_RS44055_AMP_binding_NZ_CP021748__9063411_9063522_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BOX37_RS11035_AMP_binding_NZ_CP018082__2428288_2429581_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
Spa2297_RS18900_AMP_binding_NZ_CP015866__4157154_4158525_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXR04_RS22120_AMP_binding_NZ_CP025407__5068601_5069957_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXX93_RS10720_AMP_binding_NZ_CP025435__2297447_2298173_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BBK82_RS16815_AMP_binding_NZ_CP016793__3357782_3358193_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP34_RS29125_AMP_binding_NZ_CP017599__7976574_7976871_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CEP84_RS16880_AMP_binding_NZ_CP022095.2_3510165_3510627_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MSG_RS01190_AMP_binding_NZ_AP018164__252114_253464_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BV133_RS08035_AMP_binding_NZ_AP014854.2_1816187_1817540_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MYCSP_RS22225_AMP_binding_NZ_CP010271__4499312_4500653_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NS506_RS26595_AMP_binding_NZ_CP017839__5745226_5745376_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
G155_RS19245_AMP_binding_NZ_CP009914__4024649_4025201______XA2__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0070607_RS21310_AMP_binding_NZ_LT607412__4546902_4548276_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BTZ20_RS05195_AMP_binding_NZ_CP019572__1087785_1088091_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AA314_RS28690_AMP_binding_NZ_CP011509__7365618_7367727_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LILAB_RS27730_AMP_binding_NC_015711__6830138_6832319_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CYFUS_RS38315_AMP_binding_NZ_CP022098__9475997_9478217_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LILAB_RS25840_AMP_binding_NC_015711__6257690_6259826_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BLU95_RS10300_AMP_binding_NZ_LT629775__2606348_2606963_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
I876_RS01395_AMP_binding_NC_021717__336146_337328______AMAD1_R__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BH81_RS12930_AMP_binding_NZ_CP007039__3044240_3045425_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
YC6258_RS15395_AMP_binding_NZ_CP007142__3568529_3569720_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MARME_RS04840_AMP_binding_NC_015276__1060775_1062089_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0070623_RS29680_AMP_binding_NZ_LT607752__7009072_7009450_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1H29_RS36505_AMP_binding_NZ_CP019724__8425668_8426892______B1__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GZL_RS33600_AMP_binding_NZ_CP003987__7866435_7867650_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CRH09_RS18660_AMP_binding_NZ_CP023778__4197838_4199008_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ARAD_RS27120_AMP_binding_NC_011983__1706447_1707629_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MMWYL1_RS08210_AMP_binding_NC_009654__1812174_1813374_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C794_RS19720_AMP_binding_NZ_CM001792__986215_987397_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CKF48_RS20595_AMP_binding_NZ_CP022983__4065074_4066253_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
IMCC21906_RS08285_AMP_binding_NZ_CP011477__1810058_1811258_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ABE83_RS01190_AMP_binding_NZ_CP011522__321109_322306_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
TFU_RS09195_AMP_binding_NC_007333__2183696_2184872_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
HW35_RS12120_AMP_binding_NZ_CP008855__2455625_2456804_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0358_Ala_AEI70245.1_A1_BGC0000401_paenibactin_Ala_,Bacilli,#4DAF4A
AR543_RS20265_AMP_binding_NZ_CP013023__4759323_4760547_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A7A70_RS20765_AMP_binding_NZ_CP015589__3883220_3884429_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ABE28_RS01170_AMP_binding_NZ_CP017080__226157_227375_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0652_Gly_AAD56240.1_A1_not_in_mibig_catecholic_siderophore_Gly_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0445_Gly_ABS75232.1_A1_BGC0001185_bacillibactin_Gly_,Bacilli,#4DAF4A
b0205_Gly_CAJ34374.1_A2_BGC0000445_thiocoraline_Gly_,Actinobacteria,#E41A1C
b0461_Ala_WP_028678149.1_A2_BGC0001228_retimycin_Ala_,Actinobacteria,#E41A1C
ASR50_RS26605_AMP_binding_NZ_CP013142__5942301_5943465_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KY5_RS17400_AMP_binding_NZ_CP022685__4077177_4078335_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AVL59_RS10835_AMP_binding_NZ_CP016279__2527013_2528150_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0536_Gly_ADG27359.1_A2_BGC0000296_actinomycin_Gly_,Actinobacteria,#E41A1C
A7B19_RS48490_AMP_binding_NZ_CP015726__9359906_9361076_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0230_Gly_AGN74885.1_A1_BGC0000459_griseoviridin_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0094_Gly_EWS95124.1_A1_BGC0000306_arylomycin_Gly_,Actinobacteria,#E41A1C
B6264_RS10650_AMP_binding_NZ_CP020567__2480997_2482212_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A7J05_RS17045_AMP_binding_NZ_CP015588__4014052_4015264_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ASR50_RS26615_AMP_binding_NZ_CP013142__5981904_5983119_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A9R05_RS30015_AMP_binding_NZ_CP016001__1194730_1195618_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CFter6_RS02380_AMP_binding_NZ_CP013232__573108_574050_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0036_Gly_AAZ23075.1_A5_BGC0000291_A54145_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1H19_RS08875_AMP_binding_NZ_CP020569__2019093_2020302_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0210_Gly_AEA30274.1_A1_BGC0000429_skyllamycin_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0205_Gly_AEA30272.1_A4_BGC0000429_skyllamycin_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
JI76_RS19885_AMP_binding_NZ_CM003601__4586359_4587556_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SAM23877_RS26850_AMP_binding_NZ_CP012382__6079457_6080606_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B6264_RS25055_AMP_binding_NZ_CP020567__5609197_5610412_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0504_Gly_ARU08074.1_A4_BGC0001448_malacidin_Gly_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MCBMB27_RS27965_AMP_binding_NZ_CP015368__50348_51557______MCBM__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RHPLAN_RS12315_AMP_binding_NZ_CP007440__2663736_2664963______R__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
S58_RS04790_AMP_binding_NC_020453__1095046_1096255______S58_RS__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BAY61_RS22390_AMP_binding_NZ_CP016353__4789864_4791043_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KY5_RS04540_AMP_binding_NZ_CP022685__1139294_1140497_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C1701_RS17205_AMP_binding_NZ_CP025990__4021834_4022980_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0549_Gly_AAZ23077.1_A3_BGC0000291_A54145_Gly_,Actinobacteria,#E41A1C
a0091_Gly_AAX31558.1_A5_BGC0000336_daptomycin_Gly_,Actinobacteria,#E41A1C
a0382_Gly_CAB38517.1_A2_BGC0000315_calcium_dependent_antibiotic_,Actinobacteria,#E41A1C
BLU60_RS17390_AMP_binding_NZ_LT629768__3794267_3795416_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0198_Gly_AHH53506.1_A5_BGC0000439_taromycin_Gly_,Actinobacteria,#E41A1C
a0192_Gly_AHH53507.1_A5_BGC0000439_taromycin_Gly_,Actinobacteria,#E41A1C
C1701_RS25465_AMP_binding_NZ_CP025990__6099528_6100722_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
L083_RS07730_AMP_binding_NC_021191__1729672_1730788_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BO226_RS02075_AMP_binding_NZ_CP018063__422464_423661_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
